Geographic Area Name,Rate_Unemployment_Whole,Rate_Unemployment_White,Rate_Unemployment_Black,Rate_Unemployment_AIndA,Rate_Unemployment_Asian,Unemployment Parity
"Day, South Dakota",0.023,0.008,0.0,0.14,0.0,0.008
"Deuel, South Dakota",0.008,0.008,,,,
"Dewey, South Dakota",0.21,0.003,0.0,0.289,0.0,0.003
"Douglas, South Dakota",0.008,0.008,,0.0,,
"Edmunds, South Dakota",0.015,0.015,0.0,0.0,,0.015
"Fall River, South Dakota",0.026000000000000002,0.013999999999999999,,0.146,0.0,
"Faulk, South Dakota",0.002,0.002,,0.0,,
"Grant, South Dakota",0.026000000000000002,0.006999999999999999,,0.0,0.0,
"Gregory, South Dakota",0.009000000000000001,0.008,,0.035,0.0,
"Haakon, South Dakota",0.012,0.013000000000000001,,0.0,,
"Hamlin, South Dakota",0.026000000000000002,0.027000000000000003,,,0.0,
"Hand, South Dakota",0.0,0.0,,,0.0,
"Hanson, South Dakota",0.023,0.024,,,,
"Harding, South Dakota",0.024,0.025,,0.0,,
"Hughes, South Dakota",0.03,0.013000000000000001,,0.24600000000000002,0.0,
"Hutchinson, South Dakota",0.034,0.032,,0.7140000000000001,0.0,
"Hyde, South Dakota",0.006,0.006999999999999999,0.0,0.0,,0.006999999999999999
"Jackson, South Dakota",0.10099999999999999,0.027999999999999997,0.0,0.23600000000000002,0.0,0.027999999999999997
"Jerauld, South Dakota",0.001,0.001,,0.0,,
"Jones, South Dakota",0.046,0.025,,0.278,,
"Kingsbury, South Dakota",0.006999999999999999,0.006999999999999999,,,0.0,
"Lake, South Dakota",0.034,0.032,0.27699999999999997,0.0,0.0,-0.24499999999999997
"Lawrence, South Dakota",0.026000000000000002,0.026000000000000002,0.0,0.102,0.0,0.026000000000000002
"Lincoln, South Dakota",0.02,0.02,0.0,0.10300000000000001,0.0,0.02
"Lyman, South Dakota",0.07,0.006,0.0,0.20600000000000002,0.0,0.006
"McCook, South Dakota",0.031,0.033,0.0,0.0,,0.033
"McPherson, South Dakota",0.024,0.021,0.0,1.0,0.0,0.021
"Marshall, South Dakota",0.026000000000000002,0.019,0.0,0.14,,0.019
"Meade, South Dakota",0.016,0.015,0.0,0.061,0.0,0.015
"Mellette, South Dakota",0.069,0.013000000000000001,,0.18100000000000002,,
"Miner, South Dakota",0.013999999999999999,0.013999999999999999,0.0,0.0,0.0,0.013999999999999999
"Minnehaha, South Dakota",0.028999999999999998,0.024,0.046,0.191,0.055999999999999994,-0.022
"Moody, South Dakota",0.036000000000000004,0.022000000000000002,0.0,0.14800000000000002,0.078,0.022000000000000002
"Oglala Lakota, South Dakota",0.17800000000000002,0.024,0.0,0.191,,0.024
"Pennington, South Dakota",0.045,0.036000000000000004,0.011000000000000001,0.179,0.047,0.025
"Perkins, South Dakota",0.027999999999999997,0.03,,0.0,,
"Potter, South Dakota",0.006999999999999999,0.006999999999999999,,0.0,0.0,
"Roberts, South Dakota",0.051,0.01,0.0,0.124,0.0,0.01
"Sanborn, South Dakota",0.021,0.021,,0.0,0.0,
"Spink, South Dakota",0.021,0.022000000000000002,0.0,0.0,,0.022000000000000002
"Stanley, South Dakota",0.005,0.006,,0.0,,
"Sully, South Dakota",0.005,0.005,,0.0,,
"Todd, South Dakota",0.073,0.03,0.0,0.08199999999999999,0.0,0.03
"Tripp, South Dakota",0.033,0.01,,0.28,0.0,
"Turner, South Dakota",0.021,0.019,0.087,0.526,0.0,-0.06799999999999999
"Union, South Dakota",0.019,0.019,0.0,0.0,0.028999999999999998,0.019
"Walworth, South Dakota",0.025,0.011000000000000001,0.0,0.171,,0.011000000000000001
"Yankton, South Dakota",0.034,0.034,0.085,0.025,0.0,-0.051000000000000004
"Ziebach, South Dakota",0.249,0.018000000000000002,,0.361,0.0,
"Anderson, Tennessee",0.061,0.061,0.111,0.0,0.025,-0.05
"Bedford, Tennessee",0.043,0.045,0.04,0.0,0.0,0.0049999999999999975
"Benton, Tennessee",0.068,0.066,0.08900000000000001,0.0,0.0,-0.023000000000000007
"Bledsoe, Tennessee",0.1,0.098,0.254,0.0,0.0,-0.156
"Blount, Tennessee",0.044000000000000004,0.042,0.078,0.0,0.0,-0.036
"Bradley, Tennessee",0.051,0.049,0.07400000000000001,0.0,0.001,-0.02500000000000001
"Campbell, Tennessee",0.092,0.092,0.0,0.0,0.0,0.092
"Cannon, Tennessee",0.038,0.038,0.0,0.857,,0.038
"Carroll, Tennessee",0.053,0.036000000000000004,0.196,0.4,0.0,-0.16
"Carter, Tennessee",0.047,0.047,0.0,0.27,0.0,0.047
"Cheatham, Tennessee",0.04,0.037000000000000005,0.027999999999999997,0.0,0.0,0.009000000000000008
"Chester, Tennessee",0.076,0.07200000000000001,0.11900000000000001,,0.109,-0.047
"Claiborne, Tennessee",0.07400000000000001,0.069,0.0,,0.35100000000000003,0.069
"Clay, Tennessee",0.042,0.044000000000000004,0.0,,0.0,0.044000000000000004
"Cocke, Tennessee",0.086,0.087,0.10400000000000001,0.107,,-0.017000000000000015
"Coffee, Tennessee",0.045,0.043,0.015,0.0,0.025,0.027999999999999997
"Crockett, Tennessee",0.049,0.054000000000000006,0.025,0.0,0.0,0.029000000000000005
"Cumberland, Tennessee",0.054000000000000006,0.054000000000000006,0.087,0.147,0.0,-0.03299999999999999
"Davidson, Tennessee",0.040999999999999995,0.031,0.066,0.042,0.033,-0.035
"Decatur, Tennessee",0.09300000000000001,0.071,0.617,,,-0.546
"DeKalb, Tennessee",0.05,0.044000000000000004,0.0,1.0,0.0,0.044000000000000004
"Dickson, Tennessee",0.032,0.033,0.011000000000000001,0.0,0.0,0.022
"Dyer, Tennessee",0.064,0.052000000000000005,0.11,0.11800000000000001,0.0,-0.057999999999999996
"Fayette, Tennessee",0.063,0.026000000000000002,0.17,0.21600000000000003,0.0,-0.14400000000000002
"Fentress, Tennessee",0.07,0.07,0.0,0.0,0.0,0.07
"Franklin, Tennessee",0.038,0.039,0.033,0.0,0.0,0.005999999999999998
"Gibson, Tennessee",0.061,0.054000000000000006,0.1,0.226,0.0,-0.046
"Giles, Tennessee",0.057,0.044000000000000004,0.16699999999999998,0.0,0.0,-0.12299999999999997
"Grainger, Tennessee",0.053,0.054000000000000006,0.0,0.0,0.0,0.054000000000000006
"Greene, Tennessee",0.048,0.046,0.026000000000000002,0.0,0.0,0.019999999999999997
"Grundy, Tennessee",0.086,0.08900000000000001,0.0,0.0,0.0,0.08900000000000001
"Hamblen, Tennessee",0.073,0.071,0.08199999999999999,0.0,0.155,-0.010999999999999996
"Hamilton, Tennessee",0.049,0.037000000000000005,0.098,0.04,0.028999999999999998,-0.061
"Hancock, Tennessee",0.08800000000000001,0.08900000000000001,,,0.0,
"Hardeman, Tennessee",0.11800000000000001,0.062,0.203,0.0,0.0,-0.14100000000000001
"Hardin, Tennessee",0.064,0.062,0.136,0.0,0.0,-0.07400000000000001
"Hawkins, Tennessee",0.066,0.066,0.057999999999999996,0.473,0.0,0.008000000000000007
"Haywood, Tennessee",0.068,0.048,0.087,,0.0,-0.03899999999999999
"Henderson, Tennessee",0.068,0.061,0.149,,0.0,-0.088
"Henry, Tennessee",0.047,0.046,0.028999999999999998,,0.0,0.017
"Hickman, Tennessee",0.04,0.038,0.055,0.142,0.0,-0.017
"Houston, Tennessee",0.059000000000000004,0.063,0.0,0.667,0.0,0.063
"Humphreys, Tennessee",0.075,0.068,0.461,0.0,0.0,-0.393
"Jackson, Tennessee",0.071,0.075,0.0,0.0,,0.075
"Jefferson, Tennessee",0.054000000000000006,0.051,0.10300000000000001,0.435,0.155,-0.05200000000000001
"Johnson, Tennessee",0.042,0.042,0.0,0.0,0.0,0.042
"Knox, Tennessee",0.043,0.039,0.07200000000000001,0.085,0.024,-0.03300000000000001
"Lake, Tennessee",0.08800000000000001,0.06,0.21,0.0,0.0,-0.15
"Lauderdale, Tennessee",0.08,0.045,0.154,0.0,0.0,-0.109
"Lawrence, Tennessee",0.081,0.08,0.128,0.667,0.19,-0.048
"Lewis, Tennessee",0.026000000000000002,0.027999999999999997,0.0,,0.0,0.027999999999999997
"Lincoln, Tennessee",0.04,0.039,0.048,0.0,0.184,-0.009000000000000001
"Loudon, Tennessee",0.047,0.047,0.077,0.0,0.0,-0.03
"McMinn, Tennessee",0.06,0.064,0.012,0.0,0.0,0.052000000000000005
"McNairy, Tennessee",0.111,0.095,0.295,0.0,0.0,-0.19999999999999998
"Macon, Tennessee",0.032,0.031,0.0,0.0,0.203,0.031
"Madison, Tennessee",0.049,0.033,0.073,0.0,0.0,-0.039999999999999994
"Marion, Tennessee",0.038,0.036000000000000004,0.032,0.0,0.175,0.0040000000000000036
"Marshall, Tennessee",0.06,0.05,0.14,0.0,0.0,-0.09000000000000001
"Maury, Tennessee",0.04,0.036000000000000004,0.07,0.0,0.0,-0.034
"Meigs, Tennessee",0.092,0.094,0.0,0.0,0.0,0.094
"Monroe, Tennessee",0.078,0.08,0.08900000000000001,0.0,0.0,-0.009000000000000008
"Montgomery, Tennessee",0.065,0.059000000000000004,0.077,0.031,0.069,-0.017999999999999995
"Moore, Tennessee",0.048,0.049,0.0,0.0,,0.049
"Morgan, Tennessee",0.066,0.066,0.2,0.0,,-0.134
"Obion, Tennessee",0.055,0.055,0.054000000000000006,0.0,0.0,0.000999999999999994
"Overton, Tennessee",0.034,0.033,0.0,,0.342,0.033
"Perry, Tennessee",0.086,0.085,0.0,,0.263,0.085
"Pickett, Tennessee",0.049,0.049,,,,
"Polk, Tennessee",0.07,0.07200000000000001,0.0,0.0,0.0,0.07200000000000001
"Putnam, Tennessee",0.055999999999999994,0.054000000000000006,0.121,0.0,0.078,-0.06699999999999999
"Rhea, Tennessee",0.085,0.08,0.13699999999999998,0.0,0.0,-0.05699999999999998
"Roane, Tennessee",0.061,0.057999999999999996,0.14300000000000002,0.0,0.032,-0.08500000000000002
"Robertson, Tennessee",0.049,0.047,0.051,0.008,0.18100000000000002,-0.003999999999999997
"Rutherford, Tennessee",0.043,0.038,0.067,0.054000000000000006,0.017,-0.029000000000000005
"Scott, Tennessee",0.07200000000000001,0.071,0.0,0.429,,0.071
"Sequatchie, Tennessee",0.049,0.048,0.0,0.0,,0.048
"Sevier, Tennessee",0.047,0.048,0.002,0.0,0.126,0.046
"Shelby, Tennessee",0.071,0.037000000000000005,0.102,0.0,0.019,-0.06499999999999999
"Smith, Tennessee",0.032,0.031,0.031,0.0,0.0,0.0
"Stewart, Tennessee",0.064,0.055,0.5,0.0,0.0,-0.445
"Sullivan, Tennessee",0.062,0.059000000000000004,0.073,0.114,0.062,-0.013999999999999992
"Sumner, Tennessee",0.03,0.027000000000000003,0.04,0.0,0.105,-0.012999999999999998
"Tipton, Tennessee",0.061,0.049,0.11599999999999999,0.0,0.09300000000000001,-0.06699999999999999
"Trousdale, Tennessee",0.063,0.05,0.015,0.0,0.0,0.035
"Unicoi, Tennessee",0.057,0.057,0.0,,0.0,0.057
"Union, Tennessee",0.084,0.086,0.25,0.0,0.0,-0.164
"Van Buren, Tennessee",0.098,0.098,,,,
"Warren, Tennessee",0.051,0.052000000000000005,0.094,0.0,0.191,-0.041999999999999996
"Washington, Tennessee",0.045,0.042,0.086,0.19699999999999998,0.022000000000000002,-0.04399999999999999
"Wayne, Tennessee",0.073,0.07400000000000001,0.0,,0.0,0.07400000000000001
"Weakley, Tennessee",0.055999999999999994,0.053,0.09699999999999999,0.0,0.0,-0.04399999999999999
"White, Tennessee",0.065,0.059000000000000004,0.331,0.0,0.0,-0.272
"Williamson, Tennessee",0.027999999999999997,0.027000000000000003,0.048,0.0,0.035,-0.020999999999999998
"Wilson, Tennessee",0.038,0.036000000000000004,0.049,0.0,0.065,-0.012999999999999998
"Anderson, Texas",0.032,0.024,0.053,0.0,0.0,-0.028999999999999998
"Andrews, Texas",0.037000000000000005,0.034,0.255,,,-0.221
"Angelina, Texas",0.066,0.055999999999999994,0.122,0.0,0.0,-0.066
"Aransas, Texas",0.075,0.073,0.0,0.0,0.0,0.073
"Archer, Texas",0.027999999999999997,0.03,0.0,0.0,0.0,0.03
"Armstrong, Texas",0.01,0.011000000000000001,,0.0,,
"Atascosa, Texas",0.092,0.092,0.0,0.0,0.0,0.092
"Austin, Texas",0.057,0.049,0.209,0.0,0.0,-0.15999999999999998
"Bailey, Texas",0.025,0.03,,,0.0,
"Bandera, Texas",0.044000000000000004,0.045,0.0,0.0,0.0,0.045
"Bastrop, Texas",0.06,0.048,0.122,0.0,0.039,-0.074
"Baylor, Texas",0.024,0.015,1.0,,,-0.985
"Bee, Texas",0.08,0.079,0.10400000000000001,0.0,0.0,-0.02500000000000001
"Bell, Texas",0.076,0.061,0.11199999999999999,0.047,0.064,-0.05099999999999999
"Bexar, Texas",0.053,0.052000000000000005,0.066,0.098,0.043,-0.013999999999999999
"Blanco, Texas",0.051,0.05,,0.0,0.0,
"Borden, Texas",0.025,0.026000000000000002,,,,
"Bosque, Texas",0.042,0.037000000000000005,0.23,0.0,0.162,-0.193
"Bowie, Texas",0.055999999999999994,0.048,0.091,0.0,0.06,-0.043
"Brazoria, Texas",0.044000000000000004,0.043,0.04,0.01,0.047,0.0029999999999999957
"Brazos, Texas",0.04,0.034,0.064,0.083,0.043,-0.03
"Brewster, Texas",0.042,0.042,0.0,0.037000000000000005,0.0,0.042
"Briscoe, Texas",0.048,0.038,0.0,,,0.038
"Brooks, Texas",0.113,0.126,,0.0,,
"Brown, Texas",0.042,0.04,0.099,0.146,0.0,-0.059000000000000004
"Burleson, Texas",0.049,0.048,0.055999999999999994,0.192,1.0,-0.007999999999999993
"Burnet, Texas",0.040999999999999995,0.040999999999999995,0.22,0.0,0.0,-0.179
"Caldwell, Texas",0.027000000000000003,0.027999999999999997,0.03,0.0,0.0,-0.0020000000000000018
"Calhoun, Texas",0.055,0.057999999999999996,0.0,,0.023,0.057999999999999996
"Callahan, Texas",0.040999999999999995,0.036000000000000004,0.679,0.0,0.0,-0.643
"Cameron, Texas",0.057999999999999996,0.057999999999999996,0.068,0.122,0.04,-0.010000000000000009
"Camp, Texas",0.067,0.063,0.069,0.0,0.0,-0.006000000000000005
"Carson, Texas",0.023,0.024,0.0,0.0,0.0,0.024
"Cass, Texas",0.076,0.067,0.10300000000000001,,0.054000000000000006,-0.036000000000000004
"Castro, Texas",0.024,0.025,0.039,0.0,0.0,-0.013999999999999999
"Chambers, Texas",0.055999999999999994,0.047,0.065,0.636,0.0,-0.018000000000000002
"Cherokee, Texas",0.062,0.051,0.12,0.195,0.0,-0.069
"Childress, Texas",0.081,0.054000000000000006,0.36200000000000004,,0.0,-0.30800000000000005
"Clay, Texas",0.054000000000000006,0.049,,0.0,0.579,
"Cochran, Texas",0.081,0.07,0.0,0.0,,0.07
"Coke, Texas",0.028999999999999998,0.031,,0.0,,
"Coleman, Texas",0.034,0.03,0.29600000000000004,0.0,,-0.266
"Collin, Texas",0.037000000000000005,0.033,0.045,0.057,0.043,-0.011999999999999997
"Collingsworth, Texas",0.08900000000000001,0.10800000000000001,0.0,0.375,,0.10800000000000001
"Colorado, Texas",0.035,0.027000000000000003,0.08,0.0,0.0,-0.053
"Comal, Texas",0.034,0.033,0.011000000000000001,0.099,0.086,0.022
"Comanche, Texas",0.035,0.036000000000000004,0.013999999999999999,0.0,0.059000000000000004,0.022000000000000006
"Concho, Texas",0.013000000000000001,0.013000000000000001,0.0,0.0,,0.013000000000000001
"Cooke, Texas",0.045,0.045,0.113,0.0,0.0,-0.068
"Coryell, Texas",0.08,0.077,0.087,0.122,0.078,-0.009999999999999995
"Cottle, Texas",0.083,0.076,0.051,0.0,,0.025
"Crane, Texas",0.013999999999999999,0.02,0.0,0.0,0.0,0.02
"Crockett, Texas",0.0,0.0,0.0,,,0.0
"Crosby, Texas",0.054000000000000006,0.054000000000000006,0.0,,,0.054000000000000006
"Culberson, Texas",0.092,0.1,,,0.0,
"Dallam, Texas",0.019,0.021,0.0,0.0,0.0,0.021
"Dallas, Texas",0.048,0.038,0.077,0.059000000000000004,0.035,-0.039
"Dawson, Texas",0.057999999999999996,0.052000000000000005,0.0,0.0,,0.052000000000000005
"Deaf Smith, Texas",0.038,0.036000000000000004,0.21100000000000002,0.276,0.0,-0.17500000000000002
"Delta, Texas",0.03,0.033,0.0,0.0,0.0,0.033
"Denton, Texas",0.039,0.037000000000000005,0.052000000000000005,0.024,0.034,-0.015
"DeWitt, Texas",0.07200000000000001,0.055,0.048,0.0,0.0,0.006999999999999999
"Dickens, Texas",0.09699999999999999,0.095,1.0,0.0,,-0.905
"Dimmit, Texas",0.134,0.152,,,0.0,
"Donley, Texas",0.025,0.027999999999999997,0.0,0.0,0.0,0.027999999999999997
"Duval, Texas",0.09699999999999999,0.102,,,,
"Eastland, Texas",0.048,0.038,0.297,,0.0,-0.259
"Ector, Texas",0.061,0.057999999999999996,0.09,0.111,0.006,-0.032
"Edwards, Texas",0.0,0.0,,,,
"Ellis, Texas",0.034,0.028999999999999998,0.068,0.077,0.046,-0.03900000000000001
"El Paso, Texas",0.061,0.057999999999999996,0.08900000000000001,0.111,0.034,-0.031000000000000014
"Erath, Texas",0.036000000000000004,0.032,0.272,0.0,0.036000000000000004,-0.24000000000000002
"Falls, Texas",0.049,0.042,0.085,0.0,0.0,-0.043000000000000003
"Fannin, Texas",0.038,0.036000000000000004,0.124,0.08,0.034,-0.088
"Fayette, Texas",0.033,0.032,0.06,,0.0,-0.027999999999999997
"Fisher, Texas",0.044000000000000004,0.040999999999999995,0.0,0.0,0.5,0.040999999999999995
"Floyd, Texas",0.05,0.051,0.069,,0.0,-0.01800000000000001
"Foard, Texas",0.092,0.035,0.0,0.0,,0.035
"Fort Bend, Texas",0.051,0.04,0.083,0.19699999999999998,0.045,-0.043000000000000003
"Franklin, Texas",0.064,0.055999999999999994,0.255,0.0,,-0.199
"Freestone, Texas",0.044000000000000004,0.044000000000000004,0.026000000000000002,0.0,0.0,0.018000000000000002
"Frio, Texas",0.067,0.078,,,0.0,
"Gaines, Texas",0.054000000000000006,0.055999999999999994,0.0,0.0,0.0,0.055999999999999994
"Galveston, Texas",0.062,0.055,0.11,0.10400000000000001,0.051,-0.055
"Garza, Texas",0.026000000000000002,0.03,0.0,,0.0,0.03
"Gillespie, Texas",0.043,0.046,0.0,0.0,0.0,0.046
"Glasscock, Texas",0.0,0.0,,,,
"Goliad, Texas",0.05,0.040999999999999995,0.14300000000000002,,0.0,-0.10200000000000002
"Gonzales, Texas",0.034,0.026000000000000002,0.057,0.0,0.258,-0.031
"Gray, Texas",0.055,0.040999999999999995,0.29100000000000004,0.0,0.0,-0.25000000000000006
"Grayson, Texas",0.046,0.044000000000000004,0.062,0.061,0.08199999999999999,-0.017999999999999995
"Gregg, Texas",0.047,0.037000000000000005,0.08,0.0,0.10800000000000001,-0.043
"Grimes, Texas",0.059000000000000004,0.054000000000000006,0.099,0.235,0.0,-0.045
"Guadalupe, Texas",0.036000000000000004,0.038,0.036000000000000004,0.095,0.018000000000000002,0.001999999999999995
"Hale, Texas",0.048,0.047,0.034,0.0,0.0,0.012999999999999998
"Hall, Texas",0.102,0.059000000000000004,0.203,0.222,1.0,-0.14400000000000002
"Hamilton, Texas",0.02,0.019,0.0,0.196,,0.019
"Hansford, Texas",0.043,0.037000000000000005,0.0,1.0,,0.037000000000000005
"Hardeman, Texas",0.077,0.054000000000000006,0.096,0.0,,-0.041999999999999996
"Hardin, Texas",0.035,0.03,0.126,0.0,0.087,-0.096
"Harris, Texas",0.057999999999999996,0.051,0.092,0.087,0.043,-0.041
"Harrison, Texas",0.054000000000000006,0.052000000000000005,0.071,0.0,0.0,-0.01899999999999999
"Hartley, Texas",0.004,0.004,0.5,0.0,0.0,-0.496
"Haskell, Texas",0.122,0.099,0.094,0.9570000000000001,0.0,0.0050000000000000044
"Hays, Texas",0.046,0.045,0.087,0.065,0.015,-0.041999999999999996
"Hemphill, Texas",0.051,0.042,0.0,,,0.042
"Henderson, Texas",0.05,0.047,0.109,0.0,0.0,-0.062
"Hidalgo, Texas",0.069,0.073,0.036000000000000004,0.07,0.004,0.03699999999999999
"Hill, Texas",0.063,0.052000000000000005,0.212,0.08900000000000001,0.025,-0.15999999999999998
"Hockley, Texas",0.075,0.07,0.025,0.215,0.18899999999999997,0.045000000000000005
"Hood, Texas",0.038,0.035,0.353,0.0,0.0,-0.31799999999999995
"Hopkins, Texas",0.042,0.044000000000000004,0.03,0.0,0.0,0.014000000000000005
"Houston, Texas",0.018000000000000002,0.017,0.023,0.0,0.0,-0.005999999999999998
"Howard, Texas",0.07,0.07200000000000001,0.06,0.33299999999999996,0.0,0.01200000000000001
"Hudspeth, Texas",0.066,0.087,0.0,1.0,0.0,0.087
"Hunt, Texas",0.051,0.049,0.083,0.109,0.06,-0.034
"Hutchinson, Texas",0.067,0.063,0.02,0.0,0.0,0.043
"Irion, Texas",0.057999999999999996,0.013999999999999999,0.6940000000000001,,,-0.68
"Jack, Texas",0.039,0.04,0.0,0.0,0.0,0.04
"Jackson, Texas",0.034,0.037000000000000005,0.0,,0.0,0.037000000000000005
"Jasper, Texas",0.08199999999999999,0.08,0.077,0.0,0.0,0.0030000000000000027
"Jeff Davis, Texas",0.043,0.043,,,,
"Jefferson, Texas",0.049,0.044000000000000004,0.057,0.0,0.051,-0.012999999999999998
"Jim Hogg, Texas",0.106,0.10800000000000001,,,,
"Jim Wells, Texas",0.052000000000000005,0.05,0.0,0.0,0.0,0.05
"Johnson, Texas",0.035,0.032,0.040999999999999995,0.11699999999999999,0.185,-0.008999999999999994
"Jones, Texas",0.032,0.032,0.0,0.688,1.0,0.032
"Karnes, Texas",0.051,0.06,0.048,0.0,0.0,0.011999999999999997
"Kaufman, Texas",0.055999999999999994,0.052000000000000005,0.085,0.055999999999999994,0.051,-0.033
"Kendall, Texas",0.04,0.039,0.0,0.0,0.0,0.039
"Kenedy, Texas",0.0,0.0,,,,
"Kent, Texas",0.04,0.044000000000000004,,0.0,,
"Kerr, Texas",0.052000000000000005,0.052000000000000005,0.017,0.037000000000000005,0.1,0.035
"Kimble, Texas",0.040999999999999995,0.044000000000000004,0.0,0.0,,0.044000000000000004
"King, Texas",0.10300000000000001,0.106,,,,
"Kinney, Texas",0.027999999999999997,0.027999999999999997,,,,
"Kleberg, Texas",0.085,0.084,0.149,0.0,0.0,-0.06499999999999999
"Knox, Texas",0.037000000000000005,0.04,0.026000000000000002,0.0,0.07400000000000001,0.013999999999999999
"Lamar, Texas",0.048,0.039,0.076,0.064,0.0,-0.037
"Lamb, Texas",0.036000000000000004,0.027999999999999997,0.163,0.0,0.0,-0.135
"Lampasas, Texas",0.066,0.063,0.042,0.0,0.076,0.020999999999999998
"La Salle, Texas",0.034,0.032,,,,
"Lavaca, Texas",0.032,0.022000000000000002,0.08,1.0,0.0,-0.057999999999999996
"Lee, Texas",0.025,0.009000000000000001,0.158,,0.0,-0.149
"Leon, Texas",0.066,0.06,0.171,0.0,0.0,-0.11100000000000002
"Liberty, Texas",0.07,0.067,0.077,0.051,0.0,-0.009999999999999995
"Limestone, Texas",0.067,0.064,0.065,0.156,0.0,-0.0010000000000000009
"Lipscomb, Texas",0.061,0.052000000000000005,0.0,0.353,0.09699999999999999,0.052000000000000005
"Live Oak, Texas",0.024,0.024,1.0,,0.0,-0.976
"Llano, Texas",0.073,0.067,0.0,0.0,0.0,0.067
"Loving, Texas",0.0,0.0,,,,
"Lubbock, Texas",0.038,0.038,0.045,0.069,0.017,-0.006999999999999999
"Lynn, Texas",0.067,0.068,0.409,,0.0,-0.34099999999999997
"McCulloch, Texas",0.031,0.028999999999999998,0.0,1.0,0.0,0.028999999999999998
"McLennan, Texas",0.042,0.035,0.07200000000000001,0.102,0.04,-0.037000000000000005
"McMullen, Texas",0.057999999999999996,0.059000000000000004,,0.0,,
"Madison, Texas",0.034,0.039,0.013000000000000001,,0.0,0.026
"Marion, Texas",0.098,0.10800000000000001,0.057,0.0,0.0,0.05100000000000001
"Martin, Texas",0.045,0.033,0.0,0.19,0.0,0.033
"Mason, Texas",0.053,0.061,,0.0,0.0,
"Matagorda, Texas",0.057999999999999996,0.05,0.10099999999999999,0.0,0.0,-0.05099999999999999
"Maverick, Texas",0.092,0.092,0.0,0.171,0.0,0.092
"Medina, Texas",0.034,0.036000000000000004,0.0,0.0,0.0,0.036000000000000004
"Menard, Texas",0.036000000000000004,0.044000000000000004,,,,
"Midland, Texas",0.033,0.032,0.052000000000000005,0.038,0.040999999999999995,-0.020000000000000004
"Milam, Texas",0.047,0.048,0.025,0.0,0.0,0.023
"Mills, Texas",0.016,0.016,,0.0,0.0,
"Mitchell, Texas",0.048,0.052000000000000005,0.0,0.0,,0.052000000000000005
"Montague, Texas",0.054000000000000006,0.054000000000000006,0.0,0.11699999999999999,,0.054000000000000006
"Montgomery, Texas",0.042,0.040999999999999995,0.06,0.11199999999999999,0.034,-0.019000000000000003
"Moore, Texas",0.05,0.027999999999999997,0.249,0.0,0.209,-0.221
"Morris, Texas",0.079,0.08199999999999999,0.073,0.0,0.0,0.008999999999999994
"Motley, Texas",0.062,0.004,0.0,,,0.004
"Nacogdoches, Texas",0.087,0.065,0.16899999999999998,0.16,0.063,-0.10399999999999998
"Navarro, Texas",0.073,0.066,0.165,0.016,0.0,-0.099
"Newton, Texas",0.105,0.075,0.16,0.0,0.0,-0.085
"Nolan, Texas",0.068,0.07400000000000001,0.0,0.643,0.0,0.07400000000000001
"Nueces, Texas",0.057,0.057,0.077,0.0,0.018000000000000002,-0.019999999999999997
"Ochiltree, Texas",0.055999999999999994,0.06,0.0,0.327,,0.06
"Oldham, Texas",0.013999999999999999,0.015,0.0,0.0,0.0,0.015
"Orange, Texas",0.05,0.042,0.092,0.0,0.11800000000000001,-0.049999999999999996
"Palo Pinto, Texas",0.07400000000000001,0.068,0.11,0.0,0.081,-0.041999999999999996
"Panola, Texas",0.049,0.045,0.077,0.0,0.353,-0.032
"Parker, Texas",0.047,0.048,0.0,0.079,0.0,0.048
"Parmer, Texas",0.019,0.01,0.0,0.0,0.28600000000000003,0.01
"Pecos, Texas",0.024,0.024,0.0,0.0,0.0,0.024
"Polk, Texas",0.07400000000000001,0.069,0.124,0.084,0.0,-0.05499999999999999
"Potter, Texas",0.034,0.027000000000000003,0.091,0.036000000000000004,0.006999999999999999,-0.064
"Presidio, Texas",0.107,0.11900000000000001,,0.0,0.0,
"Rains, Texas",0.040999999999999995,0.044000000000000004,0.0,0.0,0.129,0.044000000000000004
"Randall, Texas",0.035,0.032,0.017,0.0,0.027000000000000003,0.015
"Reagan, Texas",0.057,0.038,,,0.0,
"Real, Texas",0.013999999999999999,0.013999999999999999,0.0,,0.0,0.013999999999999999
"Red River, Texas",0.065,0.07200000000000001,0.046,0.034,0.0,0.02600000000000001
"Reeves, Texas",0.09,0.095,0.402,,0.0,-0.30700000000000005
"Refugio, Texas",0.069,0.07,0.248,0.0,0.0,-0.178
"Roberts, Texas",0.019,0.019,,,,
"Robertson, Texas",0.067,0.06,0.10400000000000001,0.0,0.0,-0.04400000000000001
"Rockwall, Texas",0.039,0.035,0.073,0.0,0.032,-0.03799999999999999
"Runnels, Texas",0.025,0.024,0.0,0.0,0.0,0.024
"Rusk, Texas",0.07200000000000001,0.063,0.11599999999999999,0.03,0.0,-0.05299999999999999
"Sabine, Texas",0.087,0.095,0.024,0.0,0.0,0.07100000000000001
"San Augustine, Texas",0.071,0.039,0.177,0.0,0.0,-0.13799999999999998
"San Jacinto, Texas",0.064,0.06,0.109,0.0,,-0.049
"San Patricio, Texas",0.051,0.05,0.09,0.068,0.013000000000000001,-0.039999999999999994
"San Saba, Texas",0.019,0.018000000000000002,,,0.0,
"Schleicher, Texas",0.109,0.09,,,,
"Scurry, Texas",0.04,0.042,0.0,,0.0,0.042
