Geographic Area Name,TCI
"Telfair, Georgia",0.0
"Teller, Colorado",0.0
"Tensas Parish, Louisiana",0.0
"Terrell, Georgia",0.0
"Terry, Texas",0.0
"Teton, Idaho",0.0
"Teton, Montana",0.0
"Teton, Wyoming",0.0
"Texas, Missouri",0.0
"Texas, Oklahoma",0.0
"Thayer, Nebraska",0.0
"Thomas, Georgia",0.0
"Thomas, Kansas",0.0
"Thomas, Nebraska",0.0
"Throckmorton, Texas",0.0
"Thurston, Nebraska",0.0
"Tift, Georgia",0.0
"Tillman, Oklahoma",0.0
"Tippah, Mississippi",0.0
"Tipton, Indiana",0.0
"Tipton, Tennessee",0.0
"Tishomingo, Mississippi",0.0
"Titus, Texas",0.0
"Todd, Kentucky",0.0
"Todd, South Dakota",0.0
"Toombs, Georgia",0.0
"Towner, North Dakota",0.0
"Towns, Georgia",0.0
"Traill, North Dakota",0.0
"Transylvania, North Carolina",0.0
"Traverse, Minnesota",0.0
"Treasure, Montana",0.0
"Trego, Kansas",0.0
"Trempealeau, Wisconsin",0.0
"Treutlen, Georgia",0.0
"Trigg, Kentucky",0.0
"Trimble, Kentucky",0.0
"Trinity, Texas",0.0
"Tripp, South Dakota",0.0
"Troup, Georgia",0.0
"Trousdale, Tennessee",0.0
"Tucker, West Virginia",0.0
"Tunica, Mississippi",0.0
"Turner, Georgia",0.0
"Turner, South Dakota",0.0
"Tuscarawas, Ohio",0.0
"Tuscola, Michigan",0.0
"Twiggs, Georgia",0.0
"Twin Falls, Idaho",0.0
"Tyler, Texas",0.0
"Tyler, West Virginia",0.0
"Tyrrell, North Carolina",0.0
"Uinta, Wyoming",0.0
"Uintah, Utah",0.0
"Unicoi, Tennessee",0.0
"Union, Arkansas",0.0
"Union, Florida",0.0
"Union, Georgia",0.0
"Union, Illinois",0.0
"Union, Indiana",0.0
"Union, Kentucky",0.0
"Union, Mississippi",0.0
"Union, New Mexico",0.0
"Union, Ohio",0.0
"Union, Pennsylvania",0.0
"Union, South Carolina",0.0
"Union, Tennessee",0.0
"Union Parish, Louisiana",0.0
"Upshur, Texas",0.0
"Upshur, West Virginia",0.0
"Upson, Georgia",0.0
"Upton, Texas",0.0
"Uvalde, Texas",0.0
"Valdez-Cordova Census Area, Alaska",0.0
"Valley, Idaho",0.0
"Valley, Nebraska",0.0
"Van Buren, Arkansas",0.0
"Van Buren, Iowa",0.0
"Van Buren, Tennessee",0.0
"Vance, North Carolina",0.0
"Van Wert, Ohio",0.0
"Van Zandt, Texas",0.0
"Vermilion Parish, Louisiana",0.0
"Vermillion, Indiana",0.0
"Vernon, Missouri",0.0
"Vernon, Wisconsin",0.0
"Vernon Parish, Louisiana",0.0
"Vilas, Wisconsin",0.0
"Vinton, Ohio",0.0
"Wabash, Illinois",0.0
"Wabash, Indiana",0.0
"Wabaunsee, Kansas",0.0
"Wagoner, Oklahoma",0.0
"Wahkiakum, Washington",0.0
"Wakulla, Florida",0.0
"Waldo, Maine",0.0
"Walker, Alabama",0.0
"Walker, Texas",0.0
"Wallace, Kansas",0.0
"Waller, Texas",0.0
"Walsh, North Dakota",0.0
"Walthall, Mississippi",0.0
"Walton, Georgia",0.0
"Walworth, South Dakota",0.0
"Walworth, Wisconsin",0.0
"Ward, Texas",0.0
"Ware, Georgia",0.0
"Warren, Georgia",0.0
"Warren, Illinois",0.0
"Warren, Indiana",0.0
"Warren, Mississippi",0.0
"Warren, North Carolina",0.0
"Warren, Tennessee",0.0
"Warren, Virginia",0.0
"Waseca, Minnesota",0.0
"Washakie, Wyoming",0.0
"Washburn, Wisconsin",0.0
"Washington, Alabama",0.0
"Washington, Colorado",0.0
"Washington, Florida",0.0
"Washington, Georgia",0.0
"Washington, Iowa",0.0
"Washington, Idaho",0.0
"Washington, Indiana",0.0
"Washington, Kansas",0.0
"Washington, Kentucky",0.0
"Washington, Maine",0.0
"Washington, Missouri",0.0
"Washington, Mississippi",0.0
"Washington, North Carolina",0.0
"Washington, Nebraska",0.0
"Washington, Oklahoma",0.0
"Washington, Texas",0.0
"Washington Parish, Louisiana",0.0
"Washita, Oklahoma",0.0
"Watauga, North Carolina",0.0
"Watonwan, Minnesota",0.0
"Waupaca, Wisconsin",0.0
"Waushara, Wisconsin",0.0
"Wayne, Iowa",0.0
"Wayne, Illinois",0.0
"Wayne, Indiana",0.0
"Wayne, Kentucky",0.0
"Wayne, Missouri",0.0
"Wayne, Mississippi",0.0
"Wayne, Nebraska",0.0
"Wayne, Ohio",0.0
"Wayne, Tennessee",0.0
"Wayne, Utah",0.0
"Waynesboro city, Virginia",0.0
"Weakley, Tennessee",0.0
"Webster, Georgia",0.0
"Webster, Kentucky",0.0
"Webster, Missouri",0.0
"Webster, Mississippi",0.0
"Webster, Nebraska",0.0
"Webster, West Virginia",0.0
"Webster Parish, Louisiana",0.0
"Wells, Indiana",0.0
"Wells, North Dakota",0.0
"West Carroll Parish, Louisiana",0.0
"West Feliciana Parish, Louisiana",0.0
"Westmoreland, Virginia",0.0
"Weston, Wyoming",0.0
"Wetzel, West Virginia",0.0
"Wexford, Michigan",0.0
"Wharton, Texas",0.0
"Wheatland, Montana",0.0
"Wheeler, Georgia",0.0
"Wheeler, Nebraska",0.0
"Wheeler, Texas",0.0
"White, Arkansas",0.0
"White, Georgia",0.0
"White, Illinois",0.0
"White, Indiana",0.0
"White, Tennessee",0.0
"White Pine, Nevada",0.0
"Whitfield, Georgia",0.0
"Whitley, Indiana",0.0
"Whitley, Kentucky",0.0
"Wibaux, Montana",0.0
"Wichita, Kansas",0.0
"Wilbarger, Texas",0.0
"Wilcox, Georgia",0.0
"Wilkes, Georgia",0.0
"Wilkes, North Carolina",0.0
"Wilkin, Minnesota",0.0
"Wilkinson, Georgia",0.0
"Wilkinson, Mississippi",0.0
"Willacy, Texas",0.0
"Williamson, Illinois",0.0
"Wilson, Kansas",0.0
"Wilson, Texas",0.0
"Winkler, Texas",0.0
"Winnebago, Iowa",0.0
"Winneshiek, Iowa",0.0
"Winn Parish, Louisiana",0.0
"Winston, Alabama",0.0
"Winston, Mississippi",0.0
"Wirt, West Virginia",0.0
"Wise, Texas",0.0
"Wise, Virginia",0.0
"Wolfe, Kentucky",0.0
"Wood, Wisconsin",0.0
"Woodford, Illinois",0.0
"Woodford, Kentucky",0.0
"Woodruff, Arkansas",0.0
"Woods, Oklahoma",0.0
"Woodson, Kansas",0.0
"Woodward, Oklahoma",0.0
"Worth, Georgia",0.0
"Worth, Iowa",0.0
"Worth, Missouri",0.0
"Wrangell City and Borough, Alaska",0.0
"Wright, Iowa",0.0
"Wright, Missouri",0.0
"Wyandot, Ohio",0.0
"Wyoming, Pennsylvania",0.0
"Wyoming, West Virginia",0.0
"Wythe, Virginia",0.0
"Yadkin, North Carolina",0.0
"Yakutat City and Borough, Alaska",0.0
"Yalobusha, Mississippi",0.0
"Yancey, North Carolina",0.0
"Yankton, South Dakota",0.0
"Yates, New York",0.0
"Yell, Arkansas",0.0
"Yellow Medicine, Minnesota",0.0
"Yoakum, Texas",0.0
"York, Nebraska",0.0
"Young, Texas",0.0
"Yukon-Koyukuk Census Area, Alaska",0.0
"Yuma, Colorado",0.0
"Zapata, Texas",0.0
"Zavala, Texas",0.0
"Abbeville, South Carolina",0.0
"Ziebach, South Dakota",0.0
"Acadia Parish, Louisiana",0.0
"Accomack, Virginia",0.0
"Adair, Iowa",0.0
"Adair, Kentucky",0.0
"Adair, Oklahoma",0.0
"Adams, Iowa",0.0
"Adams, Idaho",0.0
"Adams, Indiana",0.0
"Adams, Mississippi",0.0
"Adams, North Dakota",0.0
"Adams, Ohio",0.0
"Adams, Washington",0.0
"Adams, Wisconsin",0.0
"Aitkin, Minnesota",0.0
"Alamosa, Colorado",0.0
"Albany, Wyoming",0.0
"Alcona, Michigan",0.0
"Alcorn, Mississippi",0.0
"Aleutians East Borough, Alaska",0.0
"Aleutians West Census Area, Alaska",0.0
"Alexander, Illinois",0.0
"Alfalfa, Oklahoma",0.0
"Alger, Michigan",0.0
"Allamakee, Iowa",0.0
"Alleghany, North Carolina",0.0
"Allen, Kansas",0.0
"Allen, Kentucky",0.0
"Allendale, South Carolina",0.0
"Allen Parish, Louisiana",0.0
"Alpena, Michigan",0.0
"Alpine, California",0.0
"Amelia, Virginia",0.0
"Amite, Mississippi",0.0
"Anderson, Kansas",0.0
"Anderson, Kentucky",0.0
"Anderson, Tennessee",0.0
"Anderson, Texas",0.0
"Andrews, Texas",0.0
"Anson, North Carolina",0.0
"Antelope, Nebraska",0.0
"Antrim, Michigan",0.0
"Appanoose, Iowa",0.0
"Appling, Georgia",0.0
"Appomattox, Virginia",0.0
"Archer, Texas",0.0
"Archuleta, Colorado",0.0
"Arkansas, Arkansas",0.0
"Armstrong, Texas",0.0
"Aroostook, Maine",0.0
"Arthur, Nebraska",0.0
"Ascension Parish, Louisiana",0.0
"Ashe, North Carolina",0.0
"Ashland, Ohio",0.0
"Ashley, Arkansas",0.0
"Assumption Parish, Louisiana",0.0
"Atascosa, Texas",0.0
"Atchison, Kansas",0.0
"Atchison, Missouri",0.0
"Atkinson, Georgia",0.0
"Atoka, Oklahoma",0.0
"Attala, Mississippi",0.0
"Audrain, Missouri",0.0
"Audubon, Iowa",0.0
"Auglaize, Ohio",0.0
"Augusta, Virginia",0.0
"Aurora, South Dakota",0.0
"Austin, Texas",0.0
"Autauga, Alabama",0.0
"Avery, North Carolina",0.0
"Avoyelles Parish, Louisiana",0.0
"Baca, Colorado",0.0
"Bacon, Georgia",0.0
"Bailey, Texas",0.0
"Baker, Florida",0.0
"Baker, Georgia",0.0
"Baldwin, Georgia",0.0
"Ballard, Kentucky",0.0
"Bandera, Texas",0.0
"Banks, Georgia",0.0
"Banner, Nebraska",0.0
"Baraga, Michigan",0.0
"Barber, Kansas",0.0
"Barbour, Alabama",0.0
"Barbour, West Virginia",0.0
"Barnes, North Dakota",0.0
"Barnwell, South Carolina",0.0
"Barren, Kentucky",0.0
"Barron, Wisconsin",0.0
"Barrow, Georgia",0.0
"Barry, Michigan",0.0
"Barry, Missouri",0.0
"Bartholomew, Indiana",0.0
"Barton, Kansas",0.0
"Barton, Missouri",0.0
"Bates, Missouri",0.0
"Bath, Kentucky",0.0
"Bath, Virginia",0.0
"Baxter, Arkansas",0.0
"Baylor, Texas",0.0
"Beadle, South Dakota",0.0
"Bear Lake, Idaho",0.0
"Beauregard Parish, Louisiana",0.0
"Beaver, Oklahoma",0.0
"Beaver, Utah",0.0
"Beaverhead, Montana",0.0
"Beckham, Oklahoma",0.0
"Bedford, Pennsylvania",0.0
"Bedford, Tennessee",0.0
"Bee, Texas",0.0
"Belknap, New Hampshire",0.0
"Bell, Kentucky",0.0
"Beltrami, Minnesota",0.0
"Ben Hill, Georgia",0.0
"Bennett, South Dakota",0.0
"Benson, North Dakota",0.0
"Bent, Colorado",0.0
"Benton, Iowa",0.0
"Benton, Indiana",0.0
"Benton, Missouri",0.0
"Benton, Mississippi",0.0
"Benton, Tennessee",0.0
"Benzie, Michigan",0.0
"Berrien, Georgia",0.0
"Bertie, North Carolina",0.0
"Bethel Census Area, Alaska",0.0
"Bienville Parish, Louisiana",0.0
"Big Horn, Montana",0.0
"Big Horn, Wyoming",0.0
"Big Stone, Minnesota",0.0
"Billings, North Dakota",0.0
"Blackford, Indiana",0.0
"Bladen, North Carolina",0.0
"Blaine, Montana",0.0
"Blaine, Nebraska",0.0
"Blaine, Oklahoma",0.0
"Blanco, Texas",0.0
"Bland, Virginia",0.0
"Bleckley, Georgia",0.0
"Bledsoe, Tennessee",0.0
"Blount, Alabama",0.0
"Blount, Tennessee",0.0
"Blue Earth, Minnesota",0.0
"Boise, Idaho",0.0
"Bolivar, Mississippi",0.0
"Bollinger, Missouri",0.0
"Bond, Illinois",0.0
"Bon Homme, South Dakota",0.0
"Boone, Arkansas",0.0
"Boone, Illinois",0.0
"Boone, Indiana",0.0
"Boone, Nebraska",0.0
"Borden, Texas",0.0
"Bosque, Texas",0.0
"Bottineau, North Dakota",0.0
"Boundary, Idaho",0.0
"Bourbon, Kansas",0.0
"Bourbon, Kentucky",0.0
"Bowman, North Dakota",0.0
"Box Butte, Nebraska",0.0
"Boyd, Nebraska",0.0
"Bracken, Kentucky",0.0
"Bradford, Florida",0.0
"Bradley, Arkansas",0.0
"Bradley, Tennessee",0.0
"Branch, Michigan",0.0
"Brantley, Georgia",0.0
"Braxton, West Virginia",0.0
"Brazoria, Texas",0.0
"Breathitt, Kentucky",0.0
"Breckinridge, Kentucky",0.0
"Bremer, Iowa",0.0
"Briscoe, Texas",0.0
"Bristol Bay Borough, Alaska",0.0
"Broadwater, Montana",0.0
"Brooke, West Virginia",0.0
"Brookings, South Dakota",0.0
"Brooks, Georgia",0.0
"Brooks, Texas",0.0
"Brown, Illinois",0.0
"Brown, Indiana",0.0
"Brown, Kansas",0.0
"Brown, Minnesota",0.0
"Brown, Nebraska",0.0
"Brown, South Dakota",0.0
"Brown, Texas",0.0
"Brule, South Dakota",0.0
"Brunswick, Virginia",0.0
"Bryan, Georgia",0.0
"Buchanan, Iowa",0.0
"Buchanan, Virginia",0.0
"Buena Vista, Iowa",0.0
"Buffalo, Nebraska",0.0
"Buffalo, South Dakota",0.0
"Bulloch, Georgia",0.0
"Bullock, Alabama",0.0
"Burke, Georgia",0.0
"Burke, North Carolina",0.0
"Burke, North Dakota",0.0
"Burleson, Texas",0.0
"Burnett, Wisconsin",0.0
"Burt, Nebraska",0.0
"Butler, Alabama",0.0
"Butler, Iowa",0.0
"Butler, Kansas",0.0
"Butler, Kentucky",0.0
"Butler, Nebraska",0.0
"Butte, Idaho",0.0
"Butte, South Dakota",0.0
"Butts, Georgia",0.0
"Caddo, Oklahoma",0.0
"Caldwell, Kentucky",0.0
"Caldwell, Missouri",0.0
"Caldwell, North Carolina",0.0
"Caldwell Parish, Louisiana",0.0
"Calhoun, Arkansas",0.0
"Calhoun, Florida",0.0
"Calhoun, Georgia",0.0
"Calhoun, Iowa",0.0
"Calhoun, Illinois",0.0
"Calhoun, Mississippi",0.0
"Calhoun, South Carolina",0.0
"Calhoun, Texas",0.0
"Calhoun, West Virginia",0.0
"Callahan, Texas",0.0
"Calloway, Kentucky",0.0
"Camas, Idaho",0.0
"Camden, Georgia",0.0
"Camden, Missouri",0.0
"Camden, North Carolina",0.0
"Cameron, Pennsylvania",0.0
"Cameron Parish, Louisiana",0.0
"Campbell, South Dakota",0.0
"Campbell, Tennessee",0.0
"Campbell, Wyoming",0.0
"Camp, Texas",0.0
"Canadian, Oklahoma",0.0
"Candler, Georgia",0.0
"Cannon, Tennessee",0.0
"Cape Girardeau, Missouri",0.0
"Carbon, Montana",0.0
"Carbon, Wyoming",0.0
"Caribou, Idaho",0.0
"Carlisle, Kentucky",0.0
"Carlton, Minnesota",0.0
"Carroll, Arkansas",0.0
"Carroll, Georgia",0.0
"Carroll, Iowa",0.0
"Carroll, Illinois",0.0
"Carroll, Indiana",0.0
"Carroll, Kentucky",0.0
"Carroll, Missouri",0.0
"Carroll, Mississippi",0.0
"Carroll, New Hampshire",0.0
"Carroll, Ohio",0.0
"Carroll, Tennessee",0.0
"Carroll, Virginia",0.0
"Carson, Texas",0.0
"Carter, Kentucky",0.0
"Carter, Missouri",0.0
"Carter, Montana",0.0
"Cascade, Montana",0.0
"Casey, Kentucky",0.0
"Cass, Iowa",0.0
"Cass, Illinois",0.0
"Cass, Indiana",0.0
"Cass, Minnesota",0.0
"Cass, Missouri",0.0
"Cass, Nebraska",0.0
"Cass, Texas",0.0
"Cassia, Idaho",0.0
"Castro, Texas",0.0
"Caswell, North Carolina",0.0
"Catahoula Parish, Louisiana",0.0
"Catoosa, Georgia",0.0
"Catron, New Mexico",0.0
"Cavalier, North Dakota",0.0
"Cedar, Iowa",0.0
"Cedar, Missouri",0.0
"Cedar, Nebraska",0.0
"Chaffee, Colorado",0.0
"Chambers, Alabama",0.0
"Champaign, Ohio",0.0
"Chariton, Missouri",0.0
"Charles City, Virginia",0.0
"Charles Mix, South Dakota",0.0
"Charlevoix, Michigan",0.0
"Charlotte, Virginia",0.0
"Charlton, Georgia",0.0
"Chase, Kansas",0.0
"Chase, Nebraska",0.0
"Chattooga, Georgia",0.0
"Chautauqua, Kansas",0.0
"Chaves, New Mexico",0.0
"Cheboygan, Michigan",0.0
"Chenango, New York",0.0
"Cherokee, Alabama",0.0
"Cherokee, Iowa",0.0
"Cherokee, Kansas",0.0
"Cherokee, North Carolina",0.0
"Cherokee, Oklahoma",0.0
"Cherokee, South Carolina",0.0
"Cherokee, Texas",0.0
"Cherry, Nebraska",0.0
"Chester, South Carolina",0.0
"Chester, Tennessee",0.0
"Chesterfield, South Carolina",0.0
"Cheyenne, Colorado",0.0
"Cheyenne, Kansas",0.0
"Cheyenne, Nebraska",0.0
"Chickasaw, Iowa",0.0
"Chickasaw, Mississippi",0.0
"Chicot, Arkansas",0.0
"Childress, Texas",0.0
"Chilton, Alabama",0.0
"Chippewa, Michigan",0.0
"Chippewa, Minnesota",0.0
"Choctaw, Alabama",0.0
"Choctaw, Mississippi",0.0
"Choctaw, Oklahoma",0.0
"Chouteau, Montana",0.0
"Chowan, North Carolina",0.0
"Christian, Illinois",0.0
"Christian, Missouri",0.0
"Churchill, Nevada",0.0
"Cibola, New Mexico",0.0
"Cimarron, Oklahoma",0.0
"Claiborne, Mississippi",0.0
"Claiborne, Tennessee",0.0
"Claiborne Parish, Louisiana",0.0
"Clare, Michigan",0.0
"Clarendon, South Carolina",0.0
"Clarion, Pennsylvania",0.0
"Clark, Idaho",0.0
"Clark, Illinois",0.0
"Clark, Kansas",0.0
"Clark, Kentucky",0.0
"Clark, Missouri",0.0
"Clark, South Dakota",0.0
"Clark, Wisconsin",0.0
"Clarke, Mississippi",0.0
"Clarke, Virginia",0.0
"Clay, Alabama",0.0
"Clay, Arkansas",0.0
"Clay, Georgia",0.0
"Clay, Iowa",0.0
"Clay, Illinois",0.0
"Clay, Indiana",0.0
"Clay, Kansas",0.0
"Clay, Kentucky",0.0
"Clay, Mississippi",0.0
"Clay, North Carolina",0.0
"Clay, Nebraska",0.0
"Clay, South Dakota",0.0
"Clay, Tennessee",0.0
"Clay, Texas",0.0
"Clay, West Virginia",0.0
"Clayton, Iowa",0.0
"Clearwater, Idaho",0.0
"Clearwater, Minnesota",0.0
"Cleburne, Alabama",0.0
"Cleburne, Arkansas",0.0
"Cleveland, Arkansas",0.0
"Cleveland, North Carolina",0.0
"Clinch, Georgia",0.0
"Clinton, Indiana",0.0
"Clinton, Kentucky",0.0
"Clinton, Missouri",0.0
"Clinton, Ohio",0.0
"Clinton, Pennsylvania",0.0
"Cloud, Kansas",0.0
"Coahoma, Mississippi",0.0
"Coal, Oklahoma",0.0
"Cochran, Texas",0.0
"Cocke, Tennessee",0.0
"Codington, South Dakota",0.0
"Coffee, Alabama",0.0
"Coffee, Georgia",0.0
"Coffee, Tennessee",0.0
"Coffey, Kansas",0.0
"Coke, Texas",0.0
"Colbert, Alabama",0.0
"Coleman, Texas",0.0
"Colfax, Nebraska",0.0
"Colleton, South Carolina",0.0
"Collingsworth, Texas",0.0
"Colorado, Texas",0.0
"Colquitt, Georgia",0.0
"Columbia, Arkansas",0.0
"Columbia, Florida",0.0
"Columbia, Washington",0.0
"Columbus, North Carolina",0.0
"Colusa, California",0.0
"Comal, Texas",0.0
"Comanche, Kansas",0.0
"Comanche, Oklahoma",0.0
"Comanche, Texas",0.0
"Concho, Texas",0.0
"Concordia Parish, Louisiana",0.0
"Conecuh, Alabama",0.0
"Conejos, Colorado",0.0
"Converse, Wyoming",0.0
"Conway, Arkansas",0.0
"Cook, Georgia",0.0
"Cook, Minnesota",0.0
"Cooper, Missouri",0.0
"Coosa, Alabama",0.0
"Coos, New Hampshire",0.0
"Corson, South Dakota",0.0
"Cortland, New York",0.0
"Coshocton, Ohio",0.0
"Costilla, Colorado",0.0
"Cottle, Texas",0.0
"Cotton, Oklahoma",0.0
"Cottonwood, Minnesota",0.0
"Covington, Alabama",0.0
"Covington, Mississippi",0.0
"Cowley, Kansas",0.0
"Craig, Oklahoma",0.0
"Craig, Virginia",0.0
"Crane, Texas",0.0
"Crawford, Arkansas",0.0
"Crawford, Georgia",0.0
"Crawford, Iowa",0.0
"Crawford, Illinois",0.0
"Crawford, Indiana",0.0
"Crawford, Kansas",0.0
"Crawford, Michigan",0.0
"Crawford, Missouri",0.0
"Crawford, Ohio",0.0
"Crawford, Wisconsin",0.0
"Crenshaw, Alabama",0.0
"Crisp, Georgia",0.0
"Crittenden, Kentucky",0.0
"Crockett, Tennessee",0.0
"Crockett, Texas",0.0
"Crook, Wyoming",0.0
"Crosby, Texas",0.0
"Cross, Arkansas",0.0
"Crowley, Colorado",0.0
"Crow Wing, Minnesota",0.0
"Culberson, Texas",0.0
"Cullman, Alabama",0.0
"Cumberland, Illinois",0.0
"Cumberland, Kentucky",0.0
"Cumberland, Tennessee",0.0
"Cumberland, Virginia",0.0
"Cuming, Nebraska",0.0
"Curry, New Mexico",0.0
"Custer, Colorado",0.0
"Custer, Idaho",0.0
"Custer, Montana",0.0
"Custer, Nebraska",0.0
"Custer, Oklahoma",0.0
"Custer, South Dakota",0.0
"Dade, Georgia",0.0
"Dade, Missouri",0.0
"Daggett, Utah",0.0
"Dale, Alabama",0.0
"Dallam, Texas",0.0
"Dallas, Arkansas",0.0
"Dallas, Missouri",0.0
"Daniels, Montana",0.0
"Darke, Ohio",0.0
"Davie, North Carolina",0.0
"Daviess, Indiana",0.0
"Daviess, Missouri",0.0
"Davis, Iowa",0.0
"Davison, South Dakota",0.0
"Dawes, Nebraska",0.0
"Dawson, Georgia",0.0
"Dawson, Montana",0.0
"Dawson, Nebraska",0.0
"Dawson, Texas",0.0
"Day, South Dakota",0.0
"Deaf Smith, Texas",0.0
"Dearborn, Indiana",0.0
"De Baca, New Mexico",0.0
"Decatur, Georgia",0.0
"Decatur, Iowa",0.0
"Decatur, Indiana",0.0
"Decatur, Kansas",0.0
"Decatur, Tennessee",0.0
"Deer Lodge, Montana",0.0
"Defiance, Ohio",0.0
"DeKalb, Alabama",0.0
"DeKalb, Missouri",0.0
"DeKalb, Tennessee",0.0
"Delaware, Iowa",0.0
"Delaware, Oklahoma",0.0
"Delta, Colorado",0.0
"Delta, Michigan",0.0
"Delta, Texas",0.0
"Denali Borough, Alaska",0.0
"Dent, Missouri",0.0
"Desha, Arkansas",0.0
"DeSoto, Florida",0.0
"De Soto Parish, Louisiana",0.0
"Deuel, Nebraska",0.0
"Deuel, South Dakota",0.0
"Dewey, Oklahoma",0.0
"Dewey, South Dakota",0.0
"De Witt, Illinois",0.0
"DeWitt, Texas",0.0
"Dickens, Texas",0.0
"Dickenson, Virginia",0.0
"Dickey, North Dakota",0.0
"Dickinson, Iowa",0.0
"Dickinson, Kansas",0.0
"Dickinson, Michigan",0.0
"Dillingham Census Area, Alaska",0.0
"Dimmit, Texas",0.0
"Divide, North Dakota",0.0
"Dixie, Florida",0.0
"Dixon, Nebraska",0.0
"Doddridge, West Virginia",0.0
"Dodge, Georgia",0.0
"Dodge, Nebraska",0.0
"Dolores, Colorado",0.0
"Donley, Texas",0.0
"Dooly, Georgia",0.0
"Door, Wisconsin",0.0
"Douglas, Illinois",0.0
"Douglas, Minnesota",0.0
"Douglas, Missouri",0.0
"Douglas, South Dakota",0.0
"Drew, Arkansas",0.0
"Dubois, Indiana",0.0
"Duchesne, Utah",0.0
"Dundy, Nebraska",0.0
"Dunklin, Missouri",0.0
"Dunn, North Dakota",0.0
"Dunn, Wisconsin",0.0
"Duplin, North Carolina",0.0
"Duval, Texas",0.0
"Early, Georgia",0.0
"East Carroll Parish, Louisiana",0.0
"East Feliciana Parish, Louisiana",0.0
"Eastland, Texas",0.0
"Echols, Georgia",0.0
"Eddy, North Dakota",0.0
"Edgar, Illinois",0.0
"Edgefield, South Carolina",0.0
"Edmonson, Kentucky",0.0
"Edmunds, South Dakota",0.0
"Edwards, Illinois",0.0
"Edwards, Kansas",0.0
"Edwards, Texas",0.0
"Effingham, Georgia",0.0
"Elbert, Colorado",0.0
"Elbert, Georgia",0.0
"Elk, Kansas",0.0
"Elk, Pennsylvania",0.0
"Elliott, Kentucky",0.0
"Ellis, Kansas",0.0
"Ellis, Oklahoma",0.0
"Ellis, Texas",0.0
"Ellsworth, Kansas",0.0
"Elmore, Alabama",0.0
"Elmore, Idaho",0.0
"Emanuel, Georgia",0.0
"Emmet, Iowa",0.0
"Emmet, Michigan",0.0
"Emmons, North Dakota",0.0
"Emporia city, Virginia",0.0
"Erath, Texas",0.0
"Escambia, Alabama",0.0
"Esmeralda, Nevada",0.0
"Essex, Virginia",0.0
"Estill, Kentucky",0.0
"Eureka, Nevada",0.0
"Evangeline Parish, Louisiana",0.0
"Evans, Georgia",0.0
"Fairfield, South Carolina",0.0
"Fallon, Montana",0.0
"Fall River, South Dakota",0.0
"Fannin, Georgia",0.0
"Fannin, Texas",0.0
"Faribault, Minnesota",0.0
"Faulk, South Dakota",0.0
"Faulkner, Arkansas",0.0
"Fauquier, Virginia",0.0
"Fayette, Alabama",0.0
"Fayette, Iowa",0.0
"Fayette, Illinois",0.0
"Fayette, Ohio",0.0
"Fayette, Tennessee",0.0
"Fentress, Tennessee",0.0
"Fergus, Montana",0.0
"Ferry, Washington",0.0
"Fillmore, Nebraska",0.0
"Fisher, Texas",0.0
"Flagler, Florida",0.0
"Fleming, Kentucky",0.0
"Florence, Wisconsin",0.0
"Floyd, Georgia",0.0
"Floyd, Iowa",0.0
"Floyd, Kentucky",0.0
"Floyd, Texas",0.0
"Floyd, Virginia",0.0
"Foard, Texas",0.0
"Ford, Illinois",0.0
"Forest, Pennsylvania",0.0
"Forest, Wisconsin",0.0
"Foster, North Dakota",0.0
"Fountain, Indiana",0.0
"Franklin city, Virginia",0.0
"Franklin, Alabama",0.0
"Franklin, Arkansas",0.0
"Franklin, Florida",0.0
"Franklin, Georgia",0.0
"Franklin, Iowa",0.0
"Franklin, Illinois",0.0
"Franklin, Indiana",0.0
"Franklin, Kansas",0.0
"Franklin, Kentucky",0.0
"Franklin, Maine",0.0
"Franklin, Mississippi",0.0
"Franklin, North Carolina",0.0
"Franklin, Nebraska",0.0
"Franklin, New York",0.0
"Franklin, Tennessee",0.0
"Franklin, Texas",0.0
"Franklin Parish, Louisiana",0.0
"Freeborn, Minnesota",0.0
"Freestone, Texas",0.0
"Fremont, Colorado",0.0
"Fremont, Iowa",0.0
"Fremont, Idaho",0.0
"Fremont, Wyoming",0.0
"Frio, Texas",0.0
"Frontier, Nebraska",0.0
"Fulton, Arkansas",0.0
"Fulton, Illinois",0.0
"Fulton, Indiana",0.0
"Fulton, Ohio",0.0
"Fulton, Pennsylvania",0.0
"Furnas, Nebraska",0.0
"Gadsden, Florida",0.0
"Gage, Nebraska",0.0
"Gaines, Texas",0.0
"Galax city, Virginia",0.0
"Gallatin, Illinois",0.0
"Gallatin, Kentucky",0.0
"Gallia, Ohio",0.0
"Garden, Nebraska",0.0
"Garfield, Montana",0.0
"Garfield, Nebraska",0.0
"Garfield, Oklahoma",0.0
"Garfield, Utah",0.0
"Garfield, Washington",0.0
"Garrard, Kentucky",0.0
"Garza, Texas",0.0
"Gates, North Carolina",0.0
"Geary, Kansas",0.0
"Geauga, Ohio",0.0
"Gem, Idaho",0.0
"Genesee, New York",0.0
"Geneva, Alabama",0.0
"Gentry, Missouri",0.0
"George, Mississippi",0.0
"Gibson, Indiana",0.0
"Gibson, Tennessee",0.0
"Gila, Arizona",0.0
"Gilchrist, Florida",0.0
"Giles, Tennessee",0.0
"Giles, Virginia",0.0
"Gillespie, Texas",0.0
"Gilliam, Oregon",0.0
"Gilmer, Georgia",0.0
